Fabricated Timestamp,Temperature,Humidity,ms,Speed_and_mode,Motion Detected (0/1),Mode( Auto=1),Speed
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806281,30,57,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806251,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
10806221,30,56,10,10,0,1,2
